Account number,Account name,Symbol,Description,Quantity,Last price,Last price change,Current value,Today's gain/loss dollar,Today's gain/loss percent,Total gain/loss dollar,Total gain/loss percent,Percent of account,Cost basis total,Average cost basis,Type
Z25686771,Individual - TOD,FTNT,FORTINET INC COM USD0.001,2.991,$170.93,+$4.93,$511.25,+$14.74,+2.96%,+$32.47,+6.78%,2.67%,$478.78,$160.07,Cash,
Z25686771,Individual - TOD,TSM,TAIWAN SEMICONDUCTOR MANUFACTURING SPON ADS EACH REP 5 ORD TWD10,2.249,$415.32,-$2.20,$934.05,-$4.95,-0.53%,-$121.30,-11.50%,4.89%,$1055.35,$469.25,Cash,
Z25686771,Individual - TOD,OKTA,OKTA INC CL A,1.89,$173.04,+$6.81,$327.04,+$12.87,+4.09%,+$36.22,+12.45%,1.71%,$290.82,$153.87,Cash,
Z25686771,Individual - TOD,CRWD,CROWDSTRIKE HLDGS INC CL A,1.837,$231.00,+$12.60,$424.34,+$23.14,+5.76%,+$28.66,+7.24%,2.22%,$395.68,$215.39,Cash,
Z25686771,Individual - TOD,AFRM,AFFIRM HOLDINGS INC CLASS A COMMON STOCK,1,$74.45,-$3.31,$74.45,-$1.46,-1.93%,-$1.46,-1.93%,0.39%,$75.91,$75.91,Cash,
Z25686771,Individual - TOD,NET,CLOUDFLARE INC CL A COM,0.749,$305.11,+$5.27,$228.52,+$3.94,+1.75%,+$7.10,+3.20%,1.20%,$221.42,$295.62,Cash,
Z25686771,Individual - TOD,SNOW,SNOWFLAKE INC. COMMON STOCK,0.625,$331.43,+$3.43,$207.14,+$2.14,+1.04%,+$9.29,+4.69%,1.08%,$197.85,$316.56,Cash,
Z25686771,Individual - TOD,NVDA,NVIDIA CORPORATION COM,0.312,$220.78,+$3.23,$68.88,+$1.00,+1.48%,+$8.19,+13.50%,0.36%,$60.69,$194.52,Cash,
Z25686771,Individual - TOD,ASML,ASML HOLDING NV EUR0.09 NY REGISTRY SHS 2012,0.056,$1696.01,-$0.15,$94.97,-$0.01,-0.01%,-$11.45,-10.76%,0.50%,$106.42,$1900.36,Cash,
Z25686771,Individual - TOD,Pending activity,,,,,-$974.55,,,,,,
266573923,Self-Employed 401K,FDRXX**,HELD IN MONEY MARKET,,,,$957.75,,,,,84.24%,,,Cash,
266573923,Self-Employed 401K,QQQ,INVESCO QQQ TR UNIT SER 1,0.25,$716.76,+$0.33,$179.19,+$0.08,+0.04%,-$1.56,-0.87%,15.76%,$180.75,$723.00,Cash,

"The data and information in this spreadsheet is provided to you solely for your use and is not for distribution. The spreadsheet is provided for informational purposes only, and is not intended to provide advice, nor should it be construed as an offer to sell, a solicitation of an offer to buy or a recommendation for any security by Fidelity or any third party. Data and information shown is based on information known to Fidelity as of the date it was exported and is subject to change. It should not be used in place of your account statements or trade confirmations and is not intended for tax reporting purposes. For more information on the data included in this spreadsheet, including any limitations thereof, go to Fidelity.com."

"Brokerage services are provided by Fidelity Brokerage Services LLC (FBS), 900 Salem Street, Smithfield, RI 02917. Custody and other services provided by National Financial Services LLC (NFS). Both are Fidelity Investment companies and members SIPC, NYSE. Neither FBS nor NFS offer crypto as a direct investment nor provide trading or custody services for such assets."

"Date downloaded Aug-31-2026 7:58 p.m ET"
